Date,AALL34.SA,AALR3.SA,AAPL34.SA,ABBV34.SA,ABCB10.SA,ABCB4.SA,ABCP11.SA,ABEV3.SA,ABTT34.SA,ACNB34.SA,ADHM3.SA,AFLT3.SA,AGRO3.SA,AHEB3.SA,AIGB34.SA,ALMI11.SA,ALPA3.SA,ALPA4.SA,ALSO3.SA,ALUP11.SA,ALUP3.SA,ALUP4.SA,ALZR11.SA,AMAR3.SA,AMGN34.SA,AMZO34.SA,ANCR11B.SA,ANIM3.SA,ANIM3T.SA,APER3.SA,AQLL11.SA,ARFI11B.SA,ARMT34.SA,ARNC34.SA,ARZZ3.SA,ATCR11.SA,ATOM3.SA,ATSA11B.SA,ATTB34.SA,AVON34.SA,AXPB34.SA,AZEV3.SA,AZEV4.SA,AZUL4.SA,B3SA3.SA,BAHI3.SA,BALM3.SA,BALM4.SA,BARI11.SA,BAUH4.SA,BAZA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBFI11B.SA,BBIM11.SA,BBPO11.SA,BBRC11.SA,BBRK3.SA,BBSE3.SA,BBVJ11.SA,BBYY34.SA,BCFF11.SA,BCIA11.SA,BCRI11.SA,BDLL4.SA,BEEF11.SA,BEEF3.SA,BEES3.SA,BEES4.SA,BERK34.SA,BGIP3.SA,BGIP4.SA,BIDI11.SA,BIDI3.SA,BIDI4.SA,BIDI4T.SA,BIIB34.SA,BIOM3.SA,BKBR3.SA,BLAK34.SA,BMEB3.SA,BMEB4.SA,BMGB11.SA,BMGB4.SA,BMII11.SA,BMIN3.SA,BMIN4.SA,BMKS3.SA,BMLC11B.SA,BMYB34.SA,BNBR3.SA,BNFS11.SA,BOAC34.SA,BOBR4.SA,BOEI34.SA,BONY34.SA,BOXP34.SA,BPAC11.SA,BPAC3.SA,BPAC5.SA,BPAN4.SA,BPFF11.SA,BPHA3.SA,BPRP11.SA,BRAP3.SA,BRAP4.SA,BRCR11.SA,BRDT3.SA,BRFS3.SA,BRGE11.SA,BRGE12.SA,BRGE6.SA,BRHT11B.SA,BRIV3.SA,BRIV4.SA,BRKM3.SA,BRKM5.SA,BRML3.SA,BRPR3.SA,BRSR3.SA,BRSR5.SA,BRSR6.SA,BSEV3.SA,BSLI4.SA,BTCR11.SA,BTOW3.SA,BTTL3.SA,BVAR11.SA,CAMB10.SA,CAMB4.SA,CAML3.SA,CARD3.SA,CARE11.SA,CATP34.SA,CBEE3.SA,CBOP11.SA,CCPR3.SA,CCRO3.SA,CCXC3.SA,CEAB3.SA,CEBR3.SA,CEDO3.SA,CEDO4.SA,CEEB3.SA,CEEB5.SA,CEED3.SA,CELP3.SA,CELP5.SA,CELP6.SA,CELP7.SA,CEOC11.SA,CEPE5.SA,CESP3.SA,CESP5.SA,CESP6.SA,CGAS3.SA,CGAS5.SA,CGRA3.SA,CGRA4.SA,CHKE34.SA,CHVX34.SA,CIEL3.SA,CLGN34.SA,CLSC4.SA,CMCS34.SA,CMIG3.SA,CMIG4.SA,CNES11.SA,CNTO3.SA,COCA34.SA,COCE3.SA,COCE5.SA,COGN3.SA,COLG34.SA,COPH34.SA,CORR4.SA,COTY34.SA,COWC34.SA,CPFE3.SA,CPLE3.SA,CPLE6.SA,CPRE3.SA,CPRE3T.SA,CPTS11B.SA,CRDE3.SA,CRFB3.SA,CRIV3.SA,CRIV4.SA,CRPG5.SA,CRPG6.SA,CSAN3.SA,CSCO34.SA,CSMG3.SA,CSNA3.SA,CSRN3.SA,CTGP34.SA,CTKA4.SA,CTNM3.SA,CTNM4.SA,CTSA3.SA,CTSA4.SA,CTSH34.SA,CTXT11.SA,CVBI11.SA,CVCB3.SA,CVCB3T.SA,CVSH34.SA,CXCE11B.SA,CXRI11.SA,CXTL11.SA,CYRE3.SA,DAMT11B.SA,DASA3.SA,DDNB34.SA,DEAI34.SA,DHER34.SA,DIRR3.SA,DISB34.SA,DMAC11.SA,DMMO11.SA,DMMO3.SA,DMMO3T.SA,DOHL4.SA,DOMC11.SA,DOVL11B.SA,DRIT11B.SA,DTCY3.SA,DTEX3.SA,DUKB34.SA,EALT3.SA,EALT4.SA,EBAY34.SA,ECOR3.SA,ECPR3.SA,EDFO11B.SA,EDGA11.SA,EEEL3.SA,EEEL4.SA,EGIE3.SA,EKTR4.SA,ELDO11B.SA,ELEK3.SA,ELEK4.SA,ELET3.SA,ELET6.SA,ELPL3.SA,EMAE4.SA,EMBR3.SA,ENAT3.SA,ENBR3.SA,ENEV3.SA,ENGI11.SA,ENGI3.SA,ENGI4.SA,ENMA3B.SA,ENMT3.SA,ENMT4.SA,EQTL3.SA,ERPA11.SA,ESTR4.SA,ESUD11.SA,ESUT11.SA,ETER3.SA,EUCA4.SA,EURO11.SA,EVEN3.SA,EXXO34.SA,EZTC3.SA,FAED11.SA,FAMB11B.SA,FBOK34.SA,FCFL11.SA,FCXO34.SA,FDMO34.SA,FDXB34.SA,FESA3.SA,FESA4.SA,FEXC11.SA,FHER3.SA,FIGS11.SA,FIIB11.SA,FIIP11B.SA,FINF11.SA,FISC11.SA,FISD11.SA,FIVN11.SA,FIXX11.SA,FLMA11.SA,FLRP11.SA,FLRY3.SA,FMOF11.SA,FMXB34.SA,FNAM11.SA,FNOR11.SA,FOFT11.SA,FPAB11.SA,FPNG11.SA,FRAS3.SA,FRIO3.SA,FRTA3.SA,FSLR34.SA,FSPE11.SA,FSRF11.SA,FSTU11.SA,FTCE11B.SA,FVBI11.SA,FVPQ11.SA,GBIO33.SA,GDBR34.SA,GEOO34.SA,GEPA3.SA,GEPA4.SA,GESE11B.SA,GFSA1.SA,GFSA3.SA,GGBR3.SA,GGBR4.SA,GGRC11.SA,GILD34.SA,GMCO34.SA,GNDI3.SA,GOAU3.SA,GOAU4.SA,GOGL34.SA,GOGL35.SA,GOLL4.SA,GPAR3.SA,GPCP3.SA,GPIV33.SA,GPRO34.SA,GPSI34.SA,GRLV11.SA,GRND3.SA,GSGI34.SA,GSHP3.SA,GTWR11.SA,GUAR3.SA,HABT11.SA,HAGA3.SA,HAGA4.SA,HALI34.SA,HAPV3.SA,HBOR3.SA,HBTS5.SA,HBTT11.SA,HCRI11.SA,HCTR11.SA,HETA4.SA,HFOF11.SA,HGBS11.SA,HGCR11.SA,HGFF11.SA,HGLG11.SA,HGPO11.SA,HGRE11.SA,HGRU11.SA,HGTX3.SA,HMOC11.SA,HOME34.SA,HONB34.SA,HOOT4.SA,HPQB34.SA,HRDF11.SA,HSHY34.SA,HSML11.SA,HTMX11.SA,HUSC11.SA,HYPE3.SA,IBFF11.SA,IBMB34.SA,IDNT3.SA,IDVL3.SA,IDVL4.SA,IDVL9.SA,IGBR3.SA,IGTA3.SA,INEP3.SA,INEP4.SA,IRBR3.SA,IRDM11.SA,ITEC3.SA,ITLC34.SA,ITSA3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,JBDU1.SA,JBDU2.SA,JBDU3.SA,JBDU4.SA,JBSS3.SA,JCPC34.SA,JFEN3.SA,JHSF3.SA,JNJB34.SA,JOPA3.SA,JOPA4.SA,JPMC34.SA,JPPC11.SA,JPSA3.SA,JRDM11.SA,JSLG3.SA,JSRE11.SA,KEPL3.SA,KHCB34.SA,KINP11.SA,KLBN11.SA,KLBN3.SA,KLBN4.SA,KMBB34.SA,KNCR11.SA,KNHY11.SA,KNIP11.SA,KNRE11.SA,KNRI11.SA,LAME3.SA,LAME4.SA,LATR11B.SA,LBRN34.SA,LCAM3.SA,LEVE3.SA,LIGT3.SA,LILY34.SA,LINX3.SA,LIPR3.SA,LIQO3.SA,LLIS3.SA,LMTB34.SA,LOGG3.SA,LOGN12.SA,LOGN3.SA,LPSB3.SA,LREN3.SA,LUPA3.SA,LUXM4.SA,MACY34.SA,MAPT3.SA,MAXR11.SA,MBRF11.SA,MCDC34.SA,MDIA3.SA,MDLZ34.SA,MDTC34.SA,MEAL3.SA,MELI34.SA,MEND5.SA,MEND6.SA,MERC4.SA,METB34.SA,MFII11.SA,MGEL4.SA,MGFF11.SA,MGLU3.SA,MILS3.SA,MMMC34.SA,MMXM11.SA,MMXM3.SA,MNDL3.SA,MNPR3.SA,MOAR3.SA,MOSC34.SA,MOVI3.SA,MRCK34.SA,MRFG3.SA,MRSA3B.SA,MRSA6BF.SA,MRVE3.SA,MSBR34.SA,MSCD34.SA,MSFT34.SA,MSPA3.SA,MTIG4.SA,MTSA4.SA,MULT3.SA,MWET4.SA,MXRF11.SA,MYPK12.SA,MYPK3.SA,NATU3.SA,NCHB11.SA,NEOE3.SA,NFLX34.SA,NIKE34.SA,NPAR11.SA,NSLU11.SA,NUTR3.SA,NVHO11.SA,NVIF11B.SA,ODPV3.SA,OFSA3.SA,OIBR3.SA,OIBR4.SA,OMGE3.SA,ONEF11.SA,ORCL34.SA,ORPD11.SA,OSXB3.SA,OUCY11.SA,OUJP11.SA,OULG11B.SA,PABY11.SA,PARD3.SA,PATC11.SA,PATI3.SA,PATI4.SA,PBLV11.SA,PCAR4.SA,PDGR3.SA,PEAB3.SA,PEAB4.SA,PEPB34.SA,PETR3.SA,PETR4.SA,PFIZ34.SA,PFRM3.SA,PGCO34.SA,PINE4.SA,PLAS3.SA,PLRI11.SA,PMAM3.SA,PNVL3.SA,PNVL4.SA,POMO10.SA,POMO3.SA,POMO4.SA,PORD11.SA,POSI3.SA,PPLA11.SA,PQDP11.SA,PRIO3.SA,PRSN11B.SA,PRSV11.SA,PRTS11.SA,PSSA3.SA,PTBL3.SA,PTNT4.SA,QCOM34.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RANI3.SA,RANI4.SA,RAPT3.SA,RAPT4.SA,RBBV11.SA,RBCB11.SA,RBCO11.SA,RBDS11.SA,RBED11.SA,RBFF11.SA,RBGS11.SA,RBRD11.SA,RBRF11.SA,RBRP11.SA,RBRR11.SA,RBRY11.SA,RBVA11.SA,RBVO11.SA,RCFA11.SA,RCRB11.SA,RCRI11B.SA,RCSL3.SA,RCSL4.SA,RDES11.SA,RDNI3.SA,RDPD11.SA,RECT11.SA,REDE3.SA,REIT11.SA,RENT3.SA,RIGG34.SA,RLOG3.SA,RNDP11.SA,RNEW11.SA,RNEW3.SA,RNEW4.SA,RNGO11.SA,ROMI3.SA,ROST34.SA,RPAD3.SA,RPAD5.SA,RPAD6.SA,RPMG3.SA,RSID3.SA,RSPD11.SA,RSUL4.SA,SAAG11.SA,SADI11.SA,SAIC11B.SA,SANB11.SA,SANB3.SA,SANB4.SA,SANC34.SA,SAPR11.SA,SAPR3.SA,SAPR4.SA,SBSP3.SA,SBUB34.SA,SCAR3.SA,SCHW34.SA,SCPF11.SA,SDIL11.SA,SDIP11.SA,SEDU3.SA,SEER3.SA,SEER3T.SA,SFND11.SA,SGPS3.SA,SHDP11B.SA,SHOP11.SA,SHOW3.SA,SHPH11.SA,SHUL4.SA,SLBG34.SA,SLCE3.SA,SLED3.SA,SLED4.SA,SMLS3.SA,SMLS3T.SA,SMTO3.SA,SNSY5.SA,SOND5.SA,SOND6.SA,SPAF11.SA,SPRI3.SA,SPRN34.SA,SPTW11.SA,SQIA3.SA,SSFO34.SA,STBP3.SA,STRX11.SA,SULA11.SA,SULA3.SA,SULA4.SA,SUZB3.SA,TAEE11.SA,TAEE3.SA,TAEE4.SA,TASA13.SA,TASA15.SA,TASA17.SA,TASA3.SA,TASA4.SA,TBOF11.SA,TCNO3.SA,TCNO4.SA,TCPF11.SA,TCR11.SA,TCSA3.SA,TECN3.SA,TEKA4.SA,TELB3.SA,TELB4.SA,TEND3.SA,TESA3.SA,TEXA34.SA,TFOF11.SA,TGAR11.SA,TGMA3.SA,TGTB34.SA,THRA11.SA,TIET11.SA,TIET2.SA,TIET3.SA,TIET4.SA,TIFF34.SA,TIMP3.SA,TMOS34.SA,TORM13.SA,TOTS3.SA,TOUR11.SA,TOYB3.SA,TOYB4.SA,TPIS3.SA,TRIS3.SA,TRNT11.SA,TRPL3.SA,TRPL4.SA,TRPN3.SA,TRVC34.SA,TRXL11.SA,TSLA34.SA,TSNC11.SA,TUPY3.SA,TWTR34.SA,TXRX4.SA,UBSG34.SA,UCAS3.SA,UGPA3.SA,UNIP3.SA,UNIP5.SA,UNIP6.SA,UPAC34.SA,UPSS34.SA,USBC34.SA,USIM3.SA,USIM5.SA,USIM6.SA,USSX34.SA,UTEC34.SA,VALE3.SA,VAMO3.SA,VERE11.SA,VERZ34.SA,VGIR11.SA,VILG11.SA,VISA34.SA,VISC11.SA,VIVA3.SA,VIVR3.SA,VIVT3.SA,VIVT4.SA,VLID3.SA,VLJS11.SA,VLOE34.SA,VLOL11.SA,VPSI11.SA,VRTA11.SA,VSHO11.SA,VSPT3.SA,VTLT11.SA,VULC3.SA,VVAR3.SA,WALM34.SA,WEGE3.SA,WFCO34.SA,WHRL3.SA,WHRL4.SA,WIZS3.SA,WLMM3.SA,WLMM4.SA,WPLZ11.SA,WPLZ11B.SA,WSON33.SA,WTSP11B.SA,WUNI34.SA,XPCM11.SA,XPHT11.SA,XPHT12.SA,XPIN11.SA,XPLG11.SA,XPOM11.SA,XRXB34.SA,XTED11.SA,YCHY11.SA,YDUQ3.SA
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-07,-0.11334056898359524,-0.026087000750113276,-0.01652875291764544,0.0001844734539722115,,-0.006485132686417705,-0.006708631452330915,-0.03589375370036585,-0.006875766884562151,-0.017990506937494044,0.0,0.022300424640508076,0.021955485764175275,0.0,-0.025259497480315418,,-0.09564395726780628,-0.09874539526965176,-0.05728921646916607,-0.020392174814261588,-0.0071005137538376895,-0.015330121840870792,-0.0022703468239578806,-0.08503401195044724,0.014569033259156372,-0.04032602968331511,0.0,-0.05277772884309895,,-0.03667775299127962,0.0,0.0,-0.0117966721830558,0.0,-0.05240802385133703,,-0.003424959829420704,,0.003258988972282939,,-0.07123285356692055,-0.03966001915588613,-0.0689655314160863,-0.18002749972106225,-0.03739617902790582,-0.03010032207400115,0.0,-0.015228483898008571,-0.011669390066379903,0.0,0.009336334138594138,-0.042772770202077814,-0.030970814847782413,-0.025602290063905464,-0.024390150066902483,,-0.006711392213426426,0.0037496156894232247,,-0.019520849032326204,0.0,-0.01530962052767626,,-0.008561261339834147,0.00018046254159953534,0.0,,-0.008211692725788255,-0.010060191577632493,-0.0018587239909974018,0.0013414708579457812,0.0,-0.007005275772393849,,,,,-0.026633188776688188,-0.0475847046040192,,-0.02368413470219577,-0.002365986796324049,-0.012962992788716043,,-0.02930400115279308,,0.0,-0.015045155473727756,0.016326499625756608,,0.0,-0.000275730461002488,-0.0018410578433663005,-0.04896602426299357,-0.01369861671503625,-0.030035822540644852,-0.0006640379676080554,0.01891713004388551,-0.03442489715071839,-0.05318408286698506,0.03184720842907862,-0.01905722457059067,-0.01364355760948388,0.0,0.0,0.032586598184293436,0.036015040742916504,-0.014778256626733155,,-0.06934547163551374,0.0,0.0,0.0,,0.0108107896952776,0.008000021441514349,-0.016994622678769944,-0.04535867502108715,-0.0250544582643355,-0.09152083671600908,-0.020016552518261732,0.0,-0.04878048780487809,,0.0,-0.001630545682931639,,,,,,-0.0022076347459651924,,0.04651167733574435,0.019808456892151938,0.0,-0.001833537607746183,,-0.029903262983952628,,-0.0936863650595473,-0.02649004255817944,-0.01823283483230509,0.0037313396321503323,0.0,0.0,0.0,,,,,0.0,,,,,0.0,-0.027010747437836047,-0.002949072558287802,-0.014444457160102009,,0.01571972556844381,-0.07287451245155019,,-0.005443341594856155,-0.006518216550409517,-0.03953491949017851,-0.05388761010769738,,,-0.013709126467698951,0.0,-0.030318871746731313,-0.05963307819265162,-0.009974992515586312,0.06931782222629712,0.0,-0.08118619839912522,0.04126350799359235,-0.014165317105956698,-0.030158738328275536,-0.020979035107608124,,,0.0,0.0,-0.02540633179479268,0.0,0.0,-0.0453062566025737,-0.045696440330771804,-0.01748094936625244,-0.002285161900571153,-0.05126395538442996,-0.0020690733099182346,0.0,-0.008021969134346163,0.0009804146145917514,-0.0012469112607288446,-0.04857145036969868,0.010152274434545472,-0.04201678274921539,-0.01067653888425213,-0.09204836719742726,0.0,-0.10488252776455387,,0.0060021724858814185,-0.013831587175137439,-0.03458044156369089,0.008500014260943711,-0.06037473246159164,,-0.09819227780697859,-0.06956372517007814,-0.12494327692021578,-0.02989979066057602,-0.05478263547642748,-0.043294599854759475,0.0,,-0.06382978993230626,,-0.001715218907042071,0.0,0.0,-0.017073265568356866,0.0,,0.019230668967638698,-0.0009980420018421698,-0.04267426400444996,0.0,-0.06112860340506676,0.0,0.08905943313447562,,,,-0.008867552014028668,0.0007278187080363985,,,,-0.05217635140521948,-0.055747130570063974,,-0.08486236306125283,-0.06755937855959082,-0.002050277552950952,-0.001923007282542799,-0.04378423935003406,-0.008411516091223925,-0.024495705942470636,0.011428560529436416,,0.0015898351830283541,0.0,-0.014201225531200401,,0.0,,,-0.07500000180553745,0.0011614526019458893,0.000547823942933956,-0.06118883367561756,0.03728047122629663,-0.05989430533681084,0.0005631552332083789,0.0024009603841537164,,0.018348869294781522,-0.051800595973999,-0.0479460425748387,-0.0329051740718046,0.0,-0.026326549296476376,,0.0016155458879123508,-0.012126824281858406,-0.014832844739500195,-0.026198487452137598,,0.0,,-0.0921052810447921,0.0,-0.016067666180794138,,-0.04201680582475409,-0.008893180520177957,0.0,,0.0,0.0,-0.009301866405466486,0.0,-0.010581960458796558,0.0,-0.0063025647827326114,0.06105177887708724,,,,0.0,,-0.009437949076551155,,0.026313914957124318,-0.040903746853929945,0.0,-0.013333313115699186,0.0,,-0.054216833245828044,-0.017093973297380383,-0.018027131264902407,0.0006761226778857488,-0.15285073464077337,-0.0479849462718569,,-0.0019138482574037052,-0.02113274043799951,-0.03206861355220347,-0.034358453960330326,-0.17362045648142044,0.0,,-0.07504692328199958,-0.03732421627429805,0.04109584420905632,0.0,-0.03430752827745487,-0.0075469444982487754,-0.002138256132727556,0.0003834131350388681,-0.07949414080402928,-0.002737709254179266,0.15656568186463948,-0.02105261176576878,0.0,-0.014190244500451366,-0.07536231503469615,0.0,,,-0.004152975603226805,-0.06967741443264874,-0.0027610045243902093,-0.013554216867469826,-0.0004809836089567643,-0.0025353274293883343,-0.008042847335494763,-0.0038610038610038533,-0.036631689080196206,-0.013155585394965308,,0.0,0.05000864066212429,-0.017842425821050778,-0.06938778489195019,0.0,-0.0483871463930442,0.0013578227349544392,0.0,,-0.019324132346482115,-0.011430304111635703,-0.017736561738365242,0.02146054613999726,,,,,-0.009327137987204637,,-0.007246369925949403,-0.014492739851898917,-0.04838712866842776,-0.006377581653566056,,0.009925718103029224,-0.028884385764042064,-0.032421449939448954,-0.022359894859648843,-0.021483473305035083,,,,,-0.020374064383614665,,-0.03636360168457031,-0.06534658166469187,0.026837341181591867,0.0,0.0,-0.024321536588735815,0.0,,,-0.021276617914552487,0.0003964945525358754,0.0008816601979562133,0.018333925238809945,-0.011895901618384608,0.012023175708476774,0.02903808362356064,0.00432900030777672,-0.00033711400230451716,0.0003009311832842254,0.009871630857070768,-0.0031267770226159897,0.0,-0.0054558407803455555,,,0.0,,,-0.04126036624170504,-0.06763783993255801,0.004456627426278725,,0.0,,-0.06962027863143638,0.029426154556612794,-0.027651498211535563,,0.02328430169456408,-0.03048781255575883,-0.08910069686796451,-0.05952384781855513,0.0,-0.11781161223003445,0.0,,0.00851382171328674,-0.02947626468167075,-0.06114397086459222,-0.011980428939705412,0.0,-0.060000038146972634,-0.08801628086226443,,,-0.0736453521523518,-0.014776746055175205,-0.007142896622521766,-0.03345723536405931,-0.0038684989510812118,-0.06995231476771513,-0.09345792795985897,-0.011962874623488662,0.0,0.0,-0.10526315789473684,-0.010619458719785979,4.9916673366290354e-05,0.008103379396248833,-0.041860523012769324,-0.01262212836658494,0.016221401155501525,0.0,,-0.044117720317191966,-0.0042099182942700875,-0.051461044767054154,-0.01613439792315674,0.0,,0.0,-0.029914508739610435,-0.11079220991521277,-0.005482477123057383,,-0.03868306953418221,,,-0.017499983310699463,-0.02328762942797513,-0.04459561258505107,0.035874528194549615,,0.0,-0.0008650716711796624,,-0.0058922301472985605,0.0065764460795014745,-0.05952375546063715,-0.044444472701461235,,0.02644518866737733,-0.014348116005115874,0.0,-0.1382842422047046,,0.001555548773871429,0.0,-0.07111114925808382,-0.024179695403279244,0.001599393079670719,0.0,0.0,,,-0.04032254188043427,-0.0685271532647741,0.0,-0.007182597349782105,-0.07654860323216472,-0.07099036025313288,-0.013044186638720201,-0.05615555622965951,-0.007881110997232765,-0.01986755562356457,0.04904902726172122,0.020918260775818487,-0.011194048882451457,-0.07698288874753234,,,-0.05106386599166668,-0.05343501551992613,-0.011491723759502248,-0.07503232753960398,0.05064939649134548,0.0,-0.02304969887565178,0.008129957636681118,0.0040851349526263014,,-0.06111664517135118,-0.07674143810414946,-0.04893965947064638,-0.06886966272210715,-0.03793622584831979,-0.0365700081439464,0.019672189441500176,0.010169508021073304,,-0.04263568380086169,-0.056547641547487815,0.0,0.0,-0.009636625146526079,-0.0613287331679323,0.007906114609186554,0.003599930233385784,0.0,-0.029655058094676834,-0.006667637129860071,-0.007957858650065708,-0.00943134470748741,0.0,-0.0018364283191719677,0.015334943798132716,-0.007999992370605447,-0.004653045628121855,0.0,0.005633797519761785,-0.027272700672307915,0.0,0.0,0.010625555788476904,-0.006470624138327219,-0.03304597957081645,,-0.04153356110146478,0.2055813988973929,,-0.03177780158997434,-0.02451836524523543,-0.02512560405862696,-0.053475948442173626,-0.009921798269498572,-0.058823611573843415,-0.039684539608206726,-0.015527935363983336,0.0,0.0,-0.02758626189441482,-0.023406999609787205,0.0,-0.0706076383095422,0.0,-0.00022356137360812767,0.0,-0.024076503951074857,-0.03107730711254153,-0.03165743057496251,,-0.024914556251807052,-0.020253293573352482,-0.03178492703015545,-0.023354519508030025,-0.0991878331837367,0.0,-0.03287790640559607,-0.003759492877980053,-0.003181639523852642,,,-0.061452501068665843,,,-0.06666669978035689,0.0,,-0.08064516377126518,-0.007960808328230207,-0.04933820881828199,0.12002496699409626,0.05367667960853928,0.2619984946802456,0.13436692410945428,,,-0.023023389107181047,-0.03023258341267676,0.0,0.0,,,,-0.014557750489410881,-0.06662476308882526,-0.020909705399124734,-0.0667751829791392,,,,,0.013082208860837996,-0.016496853106211073,-0.008759066212526534,-0.013129126991356932,,,,-0.048672582429319045,-0.04799999660915799,0.0,0.0,-0.05357148369051945,,,-0.07645259983431729,-0.07317071850957357,0.0,-0.00526317797209086,-0.0576070705442191,-0.04188032300053002,,-0.0212136126897291,0.0,,-0.018966711345111964,-0.054031027015513544,0.0,,,,,,,0.0,,-0.045566525867534735,,,,-0.08092484633026953,-0.06903770726579561,,-0.003282580147375924,-0.022485193489255373,,0.0,,-0.026515180414373174,,-0.05070127751225728,,0.0,-0.04575161819693885,-0.026595688870581835,-0.0652797614637437,-0.02374101777280313,0.0,-0.02576063615596358,0.0,-0.019723955208503563,-0.021591089562770782,-0.04592188415463627,-0.03284896950267391,0.0,0.005255710669479496,,0.030401057100066353,-0.07044834732520977,0.0,0.0030211864654121623,0.0014047252190916293,-0.006151060014263243,-0.03633111088273244,-0.009727397318494257,-0.07866459244328361,-0.0326087287502157,0.0,,-0.06805812156705815,,0.0,0.03518243397149301,,-0.010066525710044516,-0.001267407759026451,0.0,-0.010078106337490511,-0.03595502343145751,,0.0013333390729388661,-0.013646436110569371,-0.05012242466423822,-0.020270205410702458,-0.043338686721003494,-0.04647886311811611,0.0,-0.04639173382615025,,,,-0.0022444416829290326,0.0,-0.01676294918889165,0.0,,-0.007411652063907925,0.007712082262210762,,-0.1449999850575755,,0.0,-0.07830090568453119
